,rotulo,referencia,coeficiente,erro_padrao,p_valor,efeito_percentual_aprox
C(atividade_grupo)[T.4],Atividade: Comércio e reparação,Referência: Agropecuária,0.03787392878494713,0.03582591228908156,0.2904359308431561,3.860028702428031
C(atividade_grupo)[T.5],"Atividade: Transporte, armazenagem e correio",Referência: Agropecuária,0.19662866854155728,0.04142207574077236,2.0650337494089548e-06,21.729193798044033
C(atividade_grupo)[T.6],Atividade: Alojamento e alimentação,Referência: Agropecuária,-0.1056056448440111,0.0424489404356794,0.012852602657987383,-10.022058923003252
C(atividade_grupo)[T.7],"Atividade: Informação, comunicação, financeiro, imobiliário, profissional e administrativo",Referência: Agropecuária,0.041226298140422675,0.034599369091993126,0.23344431797694765,4.20879014186375
C(atividade_grupo)[T.8],"Atividade: Administração pública, defesa e seguridade social",Referência: Agropecuária,0.4766373486400992,0.04046899579963059,5.077776722346828e-32,61.064923399332606
C(atividade_grupo)[T.9],"Atividade: Educação, saúde humana e serviços sociais",Referência: Agropecuária,0.05047498774605196,0.03707932684153776,0.1734282734421725,5.177055587376134
C(periodo)[T.2017T4],Período: 2017T4,Referência: primeiro período da amostra,0.02601065922957703,0.02016253207167455,0.19703356136269712,2.635188853554249
C(periodo)[T.2018T4],Período: 2018T4,Referência: primeiro período da amostra,-0.04293380397219174,0.024464097459185385,0.07926411175577806,-4.202519790516557
C(periodo)[T.2019T4],Período: 2019T4,Referência: primeiro período da amostra,-0.03169314246896681,0.024952936772718613,0.20404305294802427,-3.1196178779534067
C(periodo)[T.2020T4],Período: 2020T4,Referência: primeiro período da amostra,-0.04941727430062582,0.02447528743064578,0.043480132505707134,-4.82161081321264
C(periodo)[T.2021T4],Período: 2021T4,Referência: primeiro período da amostra,-0.07410175971618385,0.035293025877696255,0.035762739180828305,-7.142280271865298
C(periodo)[T.2022T4],Período: 2022T4,Referência: primeiro período da amostra,0.00790919421119319,0.029878267287532703,0.7912298287024959,0.7940554511441489
C(periodo)[T.2023T4],Período: 2023T4,Referência: primeiro período da amostra,0.011937353345361853,0.025883165618886646,0.6446540861622332,1.2008887908877997
C(periodo)[T.2024T4],Período: 2024T4,Referência: primeiro período da amostra,0.0379089727484123,0.025497425822071783,0.13707385817642656,3.863668433254297
C(periodo)[T.2025T4],Período: 2025T4,Referência: primeiro período da amostra,0.06753192501079706,0.02643051897237677,0.010616530376561004,6.986441448568548
formal,Trabalhador formal,Referência: trabalhador informal,0.3532333620238214,0.03021052859937676,1.3940314733516327e-31,42.36633336285822
mulher,Mulher,Referência: homem,-0.33496080035413,0.018880477449939075,2.0187391983064477e-70,-28.463387209817192
preto_pardo,Pessoa preta ou parda,"Referência: branco, amarelo ou indígena",-0.09675701058727851,0.0207829175590259,3.2303406930516177e-06,-9.222344057081244
formal:mulher,Trabalhador formal x mulher,Diferença adicional para mulheres formais,0.13801074400852914,0.022405962717979202,7.29499644271782e-10,14.79878841995399
formal:preto_pardo,Trabalhador formal x pessoa preta ou parda,Diferença adicional para pessoas pretas/pardas formais,-0.01605567557622518,0.026293421140418716,0.5414414388601116,-1.5927470275082123
idade,Idade,,0.04007378200592921,0.002781093413937951,4.518645848982769e-47,4.088757013214517
idade2,Idade ao quadrado,,-0.00036073094555495147,3.610381789477771e-05,1.6606602306817272e-23,-0.03606658899701909
