,rotulo,referencia,coeficiente,erro_padrao,p_valor,efeito_percentual_aprox
C(atividade_grupo)[T.10],Atividade: Outros serviços,Referência: Agropecuária,0.04051359925520817,0.04125215703262613,0.3260523070198358,4.134547112904663
C(atividade_grupo)[T.11],Atividade: Serviços domésticos,Referência: Agropecuária,0.05257523352396203,0.03970178306482334,0.18541879836406283,5.398185386485799
C(atividade_grupo)[T.12],Atividade: Atividades mal definidas,Referência: Agropecuária,0.1223957561311677,0.04591270484015095,0.007679707329788764,13.02012973771729
C(atividade_grupo)[T.2],Atividade: Indústria geral,Referência: Agropecuária,0.0653213856506474,0.038651207620874185,0.09102377331809969,6.750204910024693
C(atividade_grupo)[T.3],Atividade: Construção,Referência: Agropecuária,0.029714725015266345,0.03468108231130568,0.39155584501955565,3.0160612978218815
C(atividade_grupo)[T.4],Atividade: Comércio e reparação,Referência: Agropecuária,0.0039276076009143,0.0339456588642929,0.9078880912249497,0.39353307595162423
C(atividade_grupo)[T.5],"Atividade: Transporte, armazenagem e correio",Referência: Agropecuária,0.14453058065614363,0.04182005844483676,0.0005482330132878662,15.54970302808194
C(atividade_grupo)[T.6],Atividade: Alojamento e alimentação,Referência: Agropecuária,-0.10319319449138341,0.04038158585600634,0.010605006089625665,-9.804729564582882
C(atividade_grupo)[T.7],"Atividade: Informação, comunicação, financeiro, imobiliário, profissional e administrativo",Referência: Agropecuária,0.10544993553678307,0.033658706766165065,0.0017307836180114578,11.121047097448145
C(atividade_grupo)[T.8],"Atividade: Administração pública, defesa e seguridade social",Referência: Agropecuária,0.5518344330297004,0.04002439799155003,3.032874269834526e-43,73.64354725597491
C(atividade_grupo)[T.9],"Atividade: Educação, saúde humana e serviços sociais",Referência: Agropecuária,0.16406306114848693,0.034269365914882506,1.6890925276914012e-06,17.828861698335242
C(periodo)[T.2017T4],Período: 2017T4,Referência: primeiro período da amostra,0.049722335611015356,0.021668635247668516,0.021752127036316335,5.097923635083457
C(periodo)[T.2018T4],Período: 2018T4,Referência: primeiro período da amostra,0.049614844911717595,0.024262304542446905,0.04086122948746157,5.08662719291928
C(periodo)[T.2019T4],Período: 2019T4,Referência: primeiro período da amostra,0.033951200714880905,0.02710815843996176,0.21041147609074473,3.453412097075881
C(periodo)[T.2020T4],Período: 2020T4,Referência: primeiro período da amostra,0.1048394328395734,0.02510153333670437,2.958795924711154e-05,11.053228102424505
C(periodo)[T.2021T4],Período: 2021T4,Referência: primeiro período da amostra,0.14221378191479864,0.03483086513098097,4.446154196990454e-05,15.282307491969483
C(periodo)[T.2022T4],Período: 2022T4,Referência: primeiro período da amostra,0.261177249863333,0.031149821501240918,5.0919979130170874e-17,29.845779650471126
C(periodo)[T.2023T4],Período: 2023T4,Referência: primeiro período da amostra,0.2956109386646808,0.02827478558803053,1.390996628023347e-25,34.39471772197089
C(periodo)[T.2024T4],Período: 2024T4,Referência: primeiro período da amostra,0.3920011956017893,0.027486625458252548,3.800575759959299e-46,47.99394808195218
C(periodo)[T.2025T4],Período: 2025T4,Referência: primeiro período da amostra,0.4716159900323234,0.029981318522350184,9.372352913361436e-56,60.25818581426139
formal,Trabalhador formal,Referência: trabalhador informal,0.2831574378162173,0.030563175137411327,1.956991233561016e-20,32.73141148038437
mulher,Mulher,Referência: homem,-0.15227280949044897,0.017527371153768845,3.69801322532245e-18,-14.124602745184456
preto_pardo,Pessoa preta ou parda,"Referência: branco, amarelo ou indígena",-0.06257652017071137,0.018947080191109574,0.0009575880248658327,-6.065881848423949
formal:mulher,Trabalhador formal x mulher,Diferença adicional para mulheres formais,-0.013869233231464441,0.021899554975559034,0.5265304470561,-1.3773498516338245
formal:preto_pardo,Trabalhador formal x pessoa preta ou parda,Diferença adicional para pessoas pretas/pardas formais,-0.03615204374656992,0.02544437478243763,0.15536718437667532,-3.5506362891815524
idade,Idade,,0.027869794867222915,0.0028489505383566395,1.3389208826678057e-22,2.82617907417988
idade2,Idade ao quadrado,,-0.0002071077207517859,3.640199585877951e-05,1.2744129847237813e-08,-0.020708627542831426
